,Country,year,value
3431,Palestine,2002,
3432,Panama,2002,0.728
3433,PapuaNewGuinea,2002,0.462
3434,Paraguay,2002,0.642
3435,Peru,2002,0.687
3436,Philippines,2002,0.633
3437,Poland,2002,0.799
3438,Portugal,2002,0.792
3439,Puerto Rico,2002,
3440,Qatar,2002,0.816
3441,Romania,2002,0.7240000000000001
3442,Russian Federation,2002,0.732
3443,Rwanda,2002,0.361
3444,Saint Kitts and Nevis,2002,
3445,Saint Lucia,2002,0.6890000000000001
3446,Saint Vincent and Grenadines,2002,0.682
3447,Samoa,2002,0.659
3448,San Marino,2002,
3449,Sao Tome and Principe,2002,0.499
3450,Saudi Arabia,2002,0.748
3451,Senegal,2002,0.4
3452,Serbia,2002,0.72
3453,Seychelles,2002,0.716
3454,Sierra Leone,2002,0.315
3455,Singapore,2002,0.83
3456,Slovakia,2002,0.7709999999999999
3457,Slovenia,2002,0.843
3458,Solomon Islands,2002,0.462
3459,South Africa,2002,0.617
3460,South Sudan,2002,
3461,Spain,2002,0.83
3462,Sri Lanka,2002,0.6970000000000001
3463,Sudan,2002,0.414
3464,Suriname,2002,
3465,Sweden,2002,0.902
3466,Switzerland,2002,0.8909999999999999
3467,Syrian Arab Republic,2002,0.6
3468,Tajikistan,2002,0.568
3469,Tanzania(UnitedRepublicof),2002,0.413
3470,Thailand,2002,0.6659999999999999
3471,TheformerYugoslavRepublicofMacedonia,2002,0.679
3472,Timor-Leste,2002,0.523
3473,Togo,2002,0.42700000000000005
3474,Tonga,2002,0.6829999999999999
3475,Trinidad and Tobago,2002,0.728
3476,Tunisia,2002,0.6659999999999999
3477,Turkey,2002,0.672
3478,Turkmenistan,2002,
3479,Uganda,2002,0.42100000000000004
3480,Ukraine,2002,0.6890000000000001
3481,United Arab Emirates,2002,0.8079999999999999
3482,United Kingdom,2002,0.8740000000000001
3483,United States,2002,0.889
3484,Uruguay,2002,0.747
3485,Uzbekistan,2002,0.609
3486,Vanuatu,2002,
3487,Venezuela(BolivarianRepublicof),2002,0.688
3488,Viet Nam,2002,0.595
3489,Yemen,2002,0.456
3490,Zambia,2002,0.449
3491,Zimbabwe,2002,0.435
3492,Afghanistan,2003,0.38299999999999995
3493,Albania,2003,0.6890000000000001
3494,Algeria,2003,0.674
3495,Andorra,2003,0.82
3496,Angola,2003,0.429
3497,Antigua and Barbuda,2003,
3498,Argentina,2003,0.775
3499,Armenia,2003,0.672
3500,Aruba,2003,
3501,Australia,2003,0.904
3502,Austria,2003,0.8420000000000001
3503,Azerbaijan,2003,0.6659999999999999
3504,Bahamas,2003,0.782
3505,Bahrain,2003,0.7929999999999999
3506,Bangladesh,2003,0.49
3507,Barbados,2003,0.759
3508,Belarus,2003,0.705
3509,Belgium,2003,0.882
3510,Belize,2003,0.6920000000000001
3511,Benin,2003,0.426
3512,Bhutan,2003,
3513,Bolivia(PlurinationalStateof),2003,0.621
3514,BosniaandHerzegovina,2003,0.688
3515,Botswana,2003,0.575
3516,Brazil,2003,0.695
3517,BruneiDarussalam,2003,0.828
3518,Bulgaria,2003,0.738
3519,BurkinaFaso,2003,0.303
3520,Burundi,2003,0.316
3521,CaboVerde,2003,0.589
3522,Cambodia,2003,0.466
3523,Cameroon,2003,0.45799999999999996
3524,Canada,2003,0.882
3525,Cabo Verde,2003,
3526,CentralAfricanRepublic,2003,0.311
3527,Chad,2003,0.309
3528,Chile,2003,0.774
3529,China,2003,0.623
3530,Colombia,2003,0.657
3531,Comoros,2003,
3532,Congo,2003,0.498
3533,Congo(DemocraticRepublicofthe),2003,0.349
3534,Costa Rica,2003,0.721
3535,Croatia,2003,0.7709999999999999
3536,Cuba,2003,0.7040000000000001
3537,Cyprus,2003,0.8240000000000001
3538,Czech Republic,2003,0.8220000000000001
3539,Côted'Ivoire,2003,0.402
3540,Denmark,2003,0.894
3541,Djibouti,2003,0.38799999999999996
3542,Dominica,2003,0.7020000000000001
3543,DominicanRepublic,2003,0.6659999999999999
3544,Ecuador,2003,0.682
3545,Egypt,2003,0.622
3546,El Salvador,2003,0.635
3547,EquatorialGuinea,2003,0.539
3548,Eritrea,2003,
3549,Estonia,2003,0.8059999999999999
3550,Eswatini(Kingdomof),2003,0.45399999999999996
3551,Ethiopia,2003,0.31
3552,Fiji,2003,0.691
3553,Finland,2003,0.87
3554,France,2003,0.857
3555,Gabon,2003,0.6409999999999999
3556,Gambia,2003,0.40299999999999997
3557,Georgia,2003,0.693
3558,Germany,2003,0.889
3559,Ghana,2003,0.49
3560,Greece,2003,0.825
3561,Grenada,2003,0.711
3562,Guatemala,2003,0.564
3563,Guinea,2003,0.336
3564,Guinea-Bissau,2003,
3565,Guyana,2003,0.605
3566,Haiti,2003,0.449
3567,Honduras,2003,0.568
3568,Hong Kong,2003,0.851
3569,Hungary,2003,0.792
3570,Iceland,2003,0.8809999999999999
3571,India,2003,0.517
3572,Indonesia,2003,0.624
3573,Iran(IslamicRepublicof),2003,0.6890000000000001
3574,Iraq,2003,0.603
3575,Ireland,2003,0.88
3576,Israel,2003,0.865
3577,Italy,2003,0.847
3578,Jamaica,2003,0.6729999999999999
3579,Japan,2003,0.865
3580,Jordan,2003,0.7190000000000001
3581,Kazakhstan,2003,0.725
3582,Kenya,2003,0.46799999999999997
3583,Kiribati,2003,0.57
3584,Republic of Korea,2003,0.8390000000000001
3585,Kuwait,2003,0.7909999999999999
3586,Kyrgyzstan,2003,0.611
3587,LaoPeople'sDemocraticRepublic,2003,0.489
3588,Latvia,2003,0.774
3589,Lebanon,2003,
3590,Lesotho,2003,0.46
3591,Liberia,2003,0.335
3592,Libya,2003,0.743
3593,Liechtenstein,2003,0.878
3594,Lithuania,2003,0.7909999999999999
3595,Luxembourg,2003,0.8640000000000001
3596,Macau,2003,
3597,Madagascar,2003,0.466
3598,Malawi,2003,0.374
3599,Malaysia,2003,0.731
3600,Maldives,2003,0.63
3601,Mali,2003,0.34299999999999997
3602,Malta,2003,0.8
3603,MarshallIslands,2003,
3604,Mauritania,2003,0.451
3605,Mauritius,2003,0.695
3606,Mexico,2003,0.7170000000000001
3607,Micronesia(FederatedStatesof),2003,0.57
3608,Moldova(Republicof),2003,0.63
3609,Mongolia,2003,0.622
3610,Montenegro,2003,0.741
3611,Morocco,2003,0.563
3612,Mozambique,2003,0.33299999999999996
3613,Myanmar,2003,0.45899999999999996
3614,Namibia,2003,0.556
3615,Nepal,2003,0.462
3616,Netherlands,2003,0.883
3617,New Zealand,2003,0.884
3618,Nicaragua,2003,0.5870000000000001
3619,Niger,2003,0.266
3620,Nigeria,2003,0.44299999999999995
3621,Norway,2003,0.924
3622,Oman,2003,0.736
3623,Pakistan,2003,0.473
3624,Palau,2003,0.754
3625,Palestine,2003,
3626,Panama,2003,0.73
3627,PapuaNewGuinea,2003,0.469
3628,Paraguay,2003,0.64
3629,Peru,2003,0.6859999999999999
3630,Philippines,2003,0.637
3631,Poland,2003,0.804
3632,Portugal,2003,0.7959999999999999
3633,Puerto Rico,2003,
3634,Qatar,2003,0.823
3635,Romania,2003,0.7340000000000001
3636,Russian Federation,2003,0.74
3637,Rwanda,2003,0.374
3638,Saint Kitts and Nevis,2003,
3639,Saint Lucia,2003,0.6920000000000001
3640,Saint Vincent and Grenadines,2003,0.6890000000000001
3641,Samoa,2003,0.6629999999999999
3642,San Marino,2003,
3643,Sao Tome and Principe,2003,0.505
3644,Saudi Arabia,2003,0.7559999999999999
3645,Senegal,2003,0.40700000000000003
3646,Serbia,2003,0.726
3647,Seychelles,2003,0.7170000000000001
3648,Sierra Leone,2003,0.325
3649,Singapore,2003,0.838
3650,Slovakia,2003,0.777
3651,Slovenia,2003,0.85
3652,Solomon Islands,2003,0.469
3653,South Africa,2003,0.615
3654,South Sudan,2003,
3655,Spain,2003,0.833
3656,Sri Lanka,2003,0.705
3657,Sudan,2003,0.42
3658,Suriname,2003,
3659,Sweden,2003,0.9079999999999999
3660,Switzerland,2003,0.8959999999999999
3661,Syrian Arab Republic,2003,0.61
3662,Tajikistan,2003,0.578
3663,Tanzania(UnitedRepublicof),2003,0.423
3664,Thailand,2003,0.674
3665,TheformerYugoslavRepublicofMacedonia,2003,0.6859999999999999
3666,Timor-Leste,2003,0.525
3667,Togo,2003,0.431
3668,Tonga,2003,0.6920000000000001
3669,Trinidad and Tobago,2003,0.737
3670,Tunisia,2003,0.6729999999999999
3671,Turkey,2003,0.679
3672,Turkmenistan,2003,
3673,Uganda,2003,0.43
3674,Ukraine,2003,0.6990000000000001
3675,United Arab Emirates,2003,0.813
3676,United Kingdom,2003,0.878
3677,United States,2003,0.893
3678,Uruguay,2003,0.75
3679,Uzbekistan,2003,0.614
3680,Vanuatu,2003,
3681,Venezuela(BolivarianRepublicof),2003,0.687
3682,Viet Nam,2003,0.603
3683,Yemen,2003,0.46299999999999997
3684,Zambia,2003,0.46
3685,Zimbabwe,2003,0.428
3686,Afghanistan,2004,0.39799999999999996
3687,Albania,2004,0.6940000000000001
3688,Algeria,2004,0.684
3689,Andorra,2004,0.826
3690,Angola,2004,0.442
3691,Antigua and Barbuda,2004,
3692,Argentina,2004,0.78
3693,Armenia,2004,0.68
3694,Aruba,2004,
3695,Australia,2004,0.907
3696,Austria,2004,0.8490000000000001
3697,Azerbaijan,2004,0.674
3698,Bahamas,2004,0.784
3699,Bahrain,2004,0.792
3700,Bangladesh,2004,0.49700000000000005
3701,Barbados,2004,0.762
3702,Belarus,2004,0.715
3703,Belgium,2004,0.885
3704,Belize,2004,0.696
3705,Benin,2004,0.434
3706,Bhutan,2004,
3707,Bolivia(PlurinationalStateof),2004,0.622
3708,BosniaandHerzegovina,2004,0.6940000000000001
3709,Botswana,2004,0.584
3710,Brazil,2004,0.698
3711,BruneiDarussalam,2004,0.8340000000000001
3712,Bulgaria,2004,0.745
3713,BurkinaFaso,2004,0.312
3714,Burundi,2004,0.324
3715,CaboVerde,2004,0.5920000000000001
3716,Cambodia,2004,0.478
3717,Cameroon,2004,0.46399999999999997
3718,Canada,2004,0.887
3719,Cabo Verde,2004,
3720,CentralAfricanRepublic,2004,0.315
3721,Chad,2004,0.32299999999999995
3722,Chile,2004,0.7829999999999999
3723,China,2004,0.635
3724,Colombia,2004,0.6709999999999999
3725,Comoros,2004,0.449
3726,Congo,2004,0.501
3727,Congo(DemocraticRepublicofthe),2004,0.35700000000000004
3728,Costa Rica,2004,0.725
3729,Croatia,2004,0.778
3730,Cuba,2004,0.718
3731,Cyprus,2004,0.828
3732,Czech Republic,2004,0.825
3733,Côted'Ivoire,2004,0.40700000000000003
3734,Denmark,2004,0.898
3735,Djibouti,2004,0.396
3736,Dominica,2004,0.7040000000000001
3737,DominicanRepublic,2004,0.6679999999999999
3738,Ecuador,2004,0.688
3739,Egypt,2004,0.628
3740,El Salvador,2004,0.643
3741,EquatorialGuinea,2004,0.53
3742,Eritrea,2004,
3743,Estonia,2004,0.8140000000000001
3744,Eswatini(Kingdomof),2004,0.465
3745,Ethiopia,2004,0.325
3746,Fiji,2004,0.6990000000000001
3747,Finland,2004,0.8909999999999999
3748,France,2004,0.86
3749,Gabon,2004,0.6409999999999999
3750,Gambia,2004,0.41200000000000003
3751,Georgia,2004,0.701
3752,Germany,2004,0.897
3753,Ghana,2004,0.498
3754,Greece,2004,0.835
3755,Grenada,2004,0.713
3756,Guatemala,2004,0.5670000000000001
3757,Guinea,2004,0.361
3758,Guinea-Bissau,2004,
3759,Guyana,2004,0.611
3760,Haiti,2004,0.45
3761,Honduras,2004,0.574
3762,Hong Kong,2004,0.862
3763,Hungary,2004,0.795
3764,Iceland,2004,0.885
3765,India,2004,0.526
3766,Indonesia,2004,0.629
3767,Iran(IslamicRepublicof),2004,0.691
3768,Iraq,2004,0.628
3769,Ireland,2004,0.89
3770,Israel,2004,0.868
3771,Italy,2004,0.852
3772,Jamaica,2004,0.691
3773,Japan,2004,0.8690000000000001
3774,Jordan,2004,0.726
3775,Kazakhstan,2004,0.737
3776,Kenya,2004,0.48
3777,Kiribati,2004,0.568
3778,Republic of Korea,2004,0.847
3779,Kuwait,2004,0.789
3780,Kyrgyzstan,2004,0.615
3781,LaoPeople'sDemocraticRepublic,2004,0.49700000000000005
3782,Latvia,2004,0.7879999999999999
3783,Lebanon,2004,
3784,Lesotho,2004,0.46
3785,Liberia,2004,0.373
3786,Libya,2004,0.743
3787,Liechtenstein,2004,0.883
3788,Lithuania,2004,0.7979999999999999
3789,Luxembourg,2004,0.872
3790,Macau,2004,
3791,Madagascar,2004,0.47200000000000003
3792,Malawi,2004,0.375
3793,Malaysia,2004,0.7340000000000001
3794,Maldives,2004,0.635
3795,Mali,2004,0.35200000000000004
3796,Malta,2004,0.809
3797,MarshallIslands,2004,
3798,Mauritania,2004,0.461
3799,Mauritius,2004,0.7040000000000001
3800,Mexico,2004,0.7240000000000001
3801,Micronesia(FederatedStatesof),2004,0.575
3802,Moldova(Republicof),2004,0.64
3803,Mongolia,2004,0.637
3804,Montenegro,2004,0.748
3805,Morocco,2004,0.5720000000000001
3806,Mozambique,2004,0.34299999999999997
3807,Myanmar,2004,0.46799999999999997
3808,Namibia,2004,0.557
3809,Nepal,2004,0.469
3810,Netherlands,2004,0.8859999999999999
3811,New Zealand,2004,0.8859999999999999
3812,Nicaragua,2004,0.5920000000000001
3813,Niger,2004,0.27399999999999997
3814,Nigeria,2004,0.462
3815,Norway,2004,0.934
3816,Oman,2004,0.742
3817,Pakistan,2004,0.48700000000000004
3818,Palau,2004,0.758
3819,Palestine,2004,0.65
3820,Panama,2004,0.735
3821,PapuaNewGuinea,2004,0.47200000000000003
3822,Paraguay,2004,0.6459999999999999
3823,Peru,2004,0.693
3824,Philippines,2004,0.647
3825,Poland,2004,0.802
3826,Portugal,2004,0.797
3827,Puerto Rico,2004,
3828,Qatar,2004,0.826
3829,Romania,2004,0.746
3830,Russian Federation,2004,0.746
3831,Rwanda,2004,0.391
3832,Saint Kitts and Nevis,2004,
3833,Saint Lucia,2004,0.695
3834,Saint Vincent and Grenadines,2004,0.6920000000000001
3835,Samoa,2004,0.669
3836,San Marino,2004,
3837,Sao Tome and Principe,2004,0.51
3838,Saudi Arabia,2004,0.765
3839,Senegal,2004,0.415
3840,Serbia,2004,0.7340000000000001
3841,Seychelles,2004,0.715
3842,Sierra Leone,2004,0.33399999999999996
3843,Singapore,2004,0.845
3844,Slovakia,2004,0.785
3845,Slovenia,2004,0.857
3846,Solomon Islands,2004,0.47700000000000004
3847,South Africa,2004,0.613
3848,South Sudan,2004,
3849,Spain,2004,0.8370000000000001
3850,Sri Lanka,2004,0.711
3851,Sudan,2004,0.429
3852,Suriname,2004,0.6709999999999999
3853,Sweden,2004,0.8959999999999999
3854,Switzerland,2004,0.9009999999999999
3855,Syrian Arab Republic,2004,0.623
3856,Tajikistan,2004,0.5870000000000001
3857,Tanzania(UnitedRepublicof),2004,0.434
3858,Thailand,2004,0.6829999999999999
3859,TheformerYugoslavRepublicofMacedonia,2004,0.693
3860,Timor-Leste,2004,0.519
3861,Togo,2004,0.434
3862,Tonga,2004,0.693
3863,Trinidad and Tobago,2004,0.746
3864,Tunisia,2004,0.682
3865,Turkey,2004,0.685
3866,Turkmenistan,2004,
3867,Uganda,2004,0.43
3868,Ukraine,2004,0.706
3869,United Arab Emirates,2004,0.818
3870,United Kingdom,2004,0.8859999999999999
3871,United States,2004,0.895
3872,Uruguay,2004,0.754
3873,Uzbekistan,2004,0.621
3874,Vanuatu,2004,
3875,Venezuela(BolivarianRepublicof),2004,0.7
3876,Viet Nam,2004,0.612
3877,Yemen,2004,0.469
3878,Zambia,2004,0.469
3879,Zimbabwe,2004,0.428
3880,Afghanistan,2005,0.408
3881,Albania,2005,0.7040000000000001
3882,Algeria,2005,0.6920000000000001
3883,Andorra,2005,0.8190000000000001
3884,Angola,2005,0.455
3885,Antigua and Barbuda,2005,0.7659999999999999
3886,Argentina,2005,0.782
3887,Armenia,2005,0.693
3888,Aruba,2005,
3889,Australia,2005,0.9079999999999999
3890,Austria,2005,0.855
3891,Azerbaijan,2005,0.679
3892,Bahamas,2005,0.7859999999999999
3893,Bahrain,2005,0.7909999999999999
3894,Bangladesh,2005,0.505
3895,Barbados,2005,0.767
3896,Belarus,2005,0.725
3897,Belgium,2005,0.889
3898,Belize,2005,0.693
3899,Benin,2005,0.44
3900,Bhutan,2005,0.51
3901,Bolivia(PlurinationalStateof),2005,0.624
3902,BosniaandHerzegovina,2005,0.7
3903,Botswana,2005,0.596
3904,Brazil,2005,0.7
3905,BruneiDarussalam,2005,0.838
3906,Bulgaria,2005,0.75
3907,BurkinaFaso,2005,0.324
3908,Burundi,2005,0.33
3909,CaboVerde,2005,0.598
3910,Cambodia,2005,0.49
3911,Cameroon,2005,0.466
3912,Canada,2005,0.892
3913,Cabo Verde,2005,
3914,CentralAfricanRepublic,2005,0.319
3915,Chad,2005,0.33
3916,Chile,2005,0.7879999999999999
3917,China,2005,0.647
3918,Colombia,2005,0.6829999999999999
3919,Comoros,2005,0.455
3920,Congo,2005,0.5
3921,Congo(DemocraticRepublicofthe),2005,0.364
3922,Costa Rica,2005,0.728
3923,Croatia,2005,0.7829999999999999
3924,Cuba,2005,0.731
3925,Cyprus,2005,0.831
3926,Czech Republic,2005,0.835
3927,Côted'Ivoire,2005,0.413
3928,Denmark,2005,0.903
3929,Djibouti,2005,0.405
3930,Dominica,2005,0.705
3931,DominicanRepublic,2005,0.675
3932,Ecuador,2005,0.693
3933,Egypt,2005,0.634
3934,El Salvador,2005,0.6509999999999999
3935,EquatorialGuinea,2005,0.5670000000000001
3936,Eritrea,2005,0.408
3937,Estonia,2005,0.825
3938,Eswatini(Kingdomof),2005,0.48
3939,Ethiopia,2005,0.34600000000000003
3940,Fiji,2005,0.695
3941,Finland,2005,0.895
3942,France,2005,0.8690000000000001
3943,Gabon,2005,0.647
3944,Gambia,2005,0.41600000000000004
3945,Georgia,2005,0.7120000000000001
3946,Germany,2005,0.903
3947,Ghana,2005,0.509
3948,Greece,2005,0.845
3949,Grenada,2005,0.727
3950,Guatemala,2005,0.5710000000000001
3951,Guinea,2005,0.371
3952,Guinea-Bissau,2005,0.396
3953,Guyana,2005,0.614
3954,Haiti,2005,0.45299999999999996
3955,Honduras,2005,0.58
3956,Hong Kong,2005,0.871
3957,Hungary,2005,0.804
3958,Iceland,2005,0.889
3959,India,2005,0.535
3960,Indonesia,2005,0.632
3961,Iran(IslamicRepublicof),2005,0.695
3962,Iraq,2005,0.631
3963,Ireland,2005,0.8959999999999999
3964,Israel,2005,0.872
3965,Italy,2005,0.857
3966,Jamaica,2005,0.695
3967,Japan,2005,0.873
3968,Jordan,2005,0.7290000000000001
3969,Kazakhstan,2005,0.747
3970,Kenya,2005,0.49
3971,Kiribati,2005,0.585
3972,Republic of Korea,2005,0.855
3973,Kuwait,2005,0.7829999999999999
3974,Kyrgyzstan,2005,0.616
3975,LaoPeople'sDemocraticRepublic,2005,0.506
3976,Latvia,2005,0.802
3977,Lebanon,2005,0.732
3978,Lesotho,2005,0.461
3979,Liberia,2005,0.37799999999999995
3980,Libya,2005,0.747
3981,Liechtenstein,2005,0.8859999999999999
3982,Lithuania,2005,0.809
3983,Luxembourg,2005,0.878
3984,Macau,2005,
3985,Madagascar,2005,0.479
3986,Malawi,2005,0.38
3987,Malaysia,2005,0.731
3988,Maldives,2005,0.631
3989,Mali,2005,0.363
3990,Malta,2005,0.8240000000000001
3991,MarshallIslands,2005,
3992,Mauritania,2005,0.466
3993,Mauritius,2005,0.713
3994,Mexico,2005,0.728
3995,Micronesia(FederatedStatesof),2005,0.5820000000000001
3996,Moldova(Republicof),2005,0.648
3997,Mongolia,2005,0.65
3998,Montenegro,2005,0.753
3999,Morocco,2005,0.58
4000,Mozambique,2005,0.35700000000000004
4001,Myanmar,2005,0.47700000000000004
4002,Namibia,2005,0.556
4003,Nepal,2005,0.475
4004,Netherlands,2005,0.8909999999999999
4005,New Zealand,2005,0.888
4006,Nicaragua,2005,0.596
4007,Niger,2005,0.28300000000000003
4008,Nigeria,2005,0.465
4009,Norway,2005,0.932
4010,Oman,2005,0.748
4011,Pakistan,2005,0.5
4012,Palau,2005,0.76
4013,Palestine,2005,0.657
4014,Panama,2005,0.7390000000000001
4015,PapuaNewGuinea,2005,0.479
4016,Paraguay,2005,0.649
4017,Peru,2005,0.698
4018,Philippines,2005,0.65
4019,Poland,2005,0.8079999999999999
4020,Portugal,2005,0.8
4021,Puerto Rico,2005,
4022,Qatar,2005,0.831
4023,Romania,2005,0.755
4024,Russian Federation,2005,0.752
4025,Rwanda,2005,0.408
4026,Saint Kitts and Nevis,2005,0.727
4027,Saint Lucia,2005,0.7
4028,Saint Vincent and Grenadines,2005,0.6970000000000001
4029,Samoa,2005,0.6729999999999999
4030,San Marino,2005,
4031,Sao Tome and Principe,2005,0.517
4032,Saudi Arabia,2005,0.77
4033,Senegal,2005,0.42200000000000004
4034,Serbia,2005,0.742
4035,Seychelles,2005,0.73
4036,Sierra Leone,2005,0.342
4037,Singapore,2005,0.868
4038,Slovakia,2005,0.794
4039,Slovenia,2005,0.861
4040,Solomon Islands,2005,0.48700000000000004
4041,South Africa,2005,0.614
4042,South Sudan,2005,
4043,Spain,2005,0.8440000000000001
4044,Sri Lanka,2005,0.718
4045,Sudan,2005,0.436
4046,Suriname,2005,0.6759999999999999
4047,Sweden,2005,0.899
4048,Switzerland,2005,0.905
4049,Syrian Arab Republic,2005,0.635
4050,Tajikistan,2005,0.593
4051,Tanzania(UnitedRepublicof),2005,0.44799999999999995
4052,Thailand,2005,0.693
4053,TheformerYugoslavRepublicofMacedonia,2005,0.7020000000000001
4054,Timor-Leste,2005,0.496
4055,Togo,2005,0.436
4056,Tonga,2005,0.693
4057,Trinidad and Tobago,2005,0.752
4058,Tunisia,2005,0.6890000000000001
4059,Turkey,2005,0.69
4060,Turkmenistan,2005,
4061,Uganda,2005,0.43700000000000006
4062,Ukraine,2005,0.715
4063,United Arab Emirates,2005,0.825
4064,United Kingdom,2005,0.8909999999999999
4065,United States,2005,0.898
4066,Uruguay,2005,0.7559999999999999
4067,Uzbekistan,2005,0.628
4068,Vanuatu,2005,0.5720000000000001
4069,Venezuela(BolivarianRepublicof),2005,0.7140000000000001
4070,Viet Nam,2005,0.616
4071,Yemen,2005,0.474
4072,Zambia,2005,0.48
4073,Zimbabwe,2005,0.43
4074,Afghanistan,2006,0.41700000000000004
4075,Albania,2006,0.711
4076,Algeria,2006,0.698
4077,Andorra,2006,0.8290000000000001
4078,Angola,2006,0.47100000000000003
4079,Antigua and Barbuda,2006,0.772
4080,Argentina,2006,0.787
4081,Armenia,2006,0.706
4082,Aruba,2006,
4083,Australia,2006,0.9109999999999999
4084,Austria,2006,0.861
4085,Azerbaijan,2006,0.7040000000000001
4086,Bahamas,2006,0.7879999999999999
4087,Bahrain,2006,0.7929999999999999
4088,Bangladesh,2006,0.513
4089,Barbados,2006,0.772
4090,Belarus,2006,0.741
4091,Belgium,2006,0.8959999999999999
4092,Belize,2006,0.7
4093,Benin,2006,0.447
4094,Bhutan,2006,0.521
4095,Bolivia(PlurinationalStateof),2006,0.63
4096,BosniaandHerzegovina,2006,0.706
4097,Botswana,2006,0.611
4098,Brazil,2006,0.7020000000000001
4099,BruneiDarussalam,2006,0.84
4100,Bulgaria,2006,0.7559999999999999
4101,BurkinaFaso,2006,0.33299999999999996
4102,Burundi,2006,0.35
4103,CaboVerde,2006,0.613
4104,Cambodia,2006,0.502
4105,Cameroon,2006,0.47200000000000003
4106,Canada,2006,0.895
4107,Cabo Verde,2006,
4108,CentralAfricanRepublic,2006,0.325
4109,Chad,2006,0.332
4110,Chile,2006,0.7879999999999999
4111,China,2006,0.6609999999999999
4112,Colombia,2006,0.691
4113,Comoros,2006,0.461
4114,Congo,2006,0.503
4115,Congo(DemocraticRepublicofthe),2006,0.37200000000000005
4116,Costa Rica,2006,0.7340000000000001
4117,Croatia,2006,0.7929999999999999
4118,Cuba,2006,0.753
4119,Cyprus,2006,0.8370000000000001
4120,Czech Republic,2006,0.843
4121,Côted'Ivoire,2006,0.418
4122,Denmark,2006,0.905
4123,Djibouti,2006,0.41600000000000004
4124,Dominica,2006,0.711
4125,DominicanRepublic,2006,0.682
4126,Ecuador,2006,0.696
4127,Egypt,2006,0.642
4128,El Salvador,2006,0.659
4129,EquatorialGuinea,2006,0.578
4130,Eritrea,2006,0.409
4131,Estonia,2006,0.8320000000000001
4132,Eswatini(Kingdomof),2006,0.496
4133,Ethiopia,2006,0.36200000000000004
4134,Fiji,2006,0.698
4135,Finland,2006,0.899
4136,France,2006,0.8740000000000001
4137,Gabon,2006,0.647
4138,Gambia,2006,0.42100000000000004
4139,Georgia,2006,0.718
4140,Germany,2006,0.9109999999999999
4141,Ghana,2006,0.519
4142,Greece,2006,0.851
4143,Grenada,2006,0.7290000000000001
4144,Guatemala,2006,0.579
4145,Guinea,2006,0.38
4146,Guinea-Bissau,2006,0.40399999999999997
4147,Guyana,2006,0.614
4148,Haiti,2006,0.45799999999999996
4149,Honduras,2006,0.586
4150,Hong Kong,2006,0.883
4151,Hungary,2006,0.8109999999999999
4152,Iceland,2006,0.8909999999999999
4153,India,2006,0.545
4154,Indonesia,2006,0.6409999999999999
4155,Iran(IslamicRepublicof),2006,0.731
4156,Iraq,2006,0.636
4157,Ireland,2006,0.902
4158,Israel,2006,0.872
4159,Italy,2006,0.862
4160,Jamaica,2006,0.7
4161,Japan,2006,0.877
4162,Jordan,2006,0.732
4163,Kazakhstan,2006,0.754
4164,Kenya,2006,0.505
4165,Kiribati,2006,0.58
4166,Republic of Korea,2006,0.862
4167,Kuwait,2006,0.7879999999999999
4168,Kyrgyzstan,2006,0.621
4169,LaoPeople'sDemocraticRepublic,2006,0.512
4170,Latvia,2006,0.809
4171,Lebanon,2006,0.731
4172,Lesotho,2006,0.466
4173,Liberia,2006,0.38299999999999995
4174,Libya,2006,0.7509999999999999
4175,Liechtenstein,2006,0.89
4176,Lithuania,2006,0.8170000000000001
4177,Luxembourg,2006,0.8809999999999999
4178,Macau,2006,
4179,Madagascar,2006,0.484
4180,Malawi,2006,0.389
4181,Malaysia,2006,0.737
4182,Maldives,2006,0.643
4183,Mali,2006,0.37200000000000005
4184,Malta,2006,0.8220000000000001
4185,MarshallIslands,2006,
4186,Mauritania,2006,0.475
4187,Mauritius,2006,0.72
4188,Mexico,2006,0.736
4189,Micronesia(FederatedStatesof),2006,0.5870000000000001
4190,Moldova(Republicof),2006,0.6559999999999999
4191,Mongolia,2006,0.66
4192,Montenegro,2006,0.764
4193,Morocco,2006,0.586
4194,Mozambique,2006,0.365
4195,Myanmar,2006,0.48700000000000004
4196,Namibia,2006,0.56
4197,Nepal,2006,0.486
4198,Netherlands,2006,0.897
4199,New Zealand,2006,0.8909999999999999
4200,Nicaragua,2006,0.6
4201,Niger,2006,0.289
4202,Nigeria,2006,0.475
4203,Norway,2006,0.9359999999999999
4204,Oman,2006,0.752
4205,Pakistan,2006,0.505
4206,Palau,2006,0.762
4207,Palestine,2006,0.6579999999999999
4208,Panama,2006,0.7440000000000001
4209,PapuaNewGuinea,2006,0.484
4210,Paraguay,2006,0.649
4211,Peru,2006,0.695
4212,Philippines,2006,0.6509999999999999
4213,Poland,2006,0.8140000000000001
4214,Portugal,2006,0.8029999999999999
4215,Puerto Rico,2006,
4216,Qatar,2006,0.8270000000000001
4217,Romania,2006,0.767
4218,Russian Federation,2006,0.759
4219,Rwanda,2006,0.429
4220,Saint Kitts and Nevis,2006,0.73
4221,Saint Lucia,2006,0.711
4222,Saint Vincent and Grenadines,2006,0.7040000000000001
4223,Samoa,2006,0.675
4224,San Marino,2006,
4225,Sao Tome and Principe,2006,0.526
4226,Saudi Arabia,2006,0.777
